Accession;Peptide count;Unique peptides;Confidence score;Anova (p);q Value;Max fold change;Power;Highest mean condition;Lowest mean condition;Mass;Description;W2_20241206_LSanders_K1_01;W2_20241206_LSanders_K1_02;W2_20241206_LSanders_K1_03;W4_20241206_LSanders_K2_01;W4_20241206_LSanders_K2_02;W4_20241206_LSanders_K2_03;W8_20241206_LSanders_K3_01;W8_20241206_LSanders_K3_02;W8_20241206_LSanders_K3_03;W12_20241206_LSanders_K4_01;W12_20241206_LSanders_K4_02;W12_20241206_LSanders_K4_03;W16_20241206_LSanders_K5_01;W16_20241206_LSanders_K5_02;W16_20241206_LSanders_K5_03;W20_20241206_LSanders_K6_01;W20_20241206_LSanders_K6_02;W20_20241206_LSanders_K6_03;W24_20241206_LSanders_K7_01;W24_20241206_LSanders_K7_02;W24_20241206_LSanders_K7_03;W28_20241206_LSanders_K8_01;W28_20241206_LSanders_K8_02;W28_20241206_LSanders_K8_03
P0CF74;9;1;130.0167;1.79823933521561E-11;4.51528708988446E-11;2.68519547544371;1;W28;W2;11447.6279;Immunoglobulin lambda constant 6 OS=Homo sapiens OX=9606 GN=IGLC6 PE=1 SV=1;17217.3198104546;21354.6768777206;22703.0108357861;31914.5277910366;35085.4933343259;37460.7264759304;22552.07898867;21782.2304676046;21251.1924722253;23337.7985505548;23453.6087437441;24231.5715753007;30827.1274776118;30760.5488689869;31413.4263140152;22095.3740758965;24010.193204635;22780.8268264144;53667.3684748905;51887.6609638303;51620.5439314273;50493.9122165755;52197.3086343012;61844.1521102436
P02751;128;114;993.8755;1.84060544583531E-11;4.58817589396628E-11;1.68550265668717;1;W24;W2;275913.3494;Fibronectin OS=Homo sapiens OX=9606 GN=FN1 PE=1 SV=5;330842.828235411;347270.901897337;336308.777910285;383165.713801856;392773.590907268;406566.027736448;551219.577723959;525422.922978765;545372.923885683;486771.626557408;437121.175266644;465858.599989618;497532.225116176;520353.639772182;536439.38325587;531775.700352748;569741.78200446;579380.410726513;565791.19105782;558479.82206631;585540.819185661;539869.383024714;573293.064913401;577130.966454224
P07954;2;1;10.8482;1.89108728676501E-11;4.68010091113068E-11;22645.0764019066;1;W4;W8;54808.2224;Fumarate hydratase_ mitochondrial OS=Homo sapiens OX=9606 GN=FH PE=1 SV=3;2579.89917003665;1976.39407766209;1911.39764943055;2357.97080671979;2394.11733370391;2281.41961656821;0.0201141210329557;0.246027360539974;0.0444561791353249;24.8466387778311;60.7359890838551;96.7083345636504;701.074503147196;636.966908501931;640.402651528581;397.680777855915;2108.72332798038;2548.44674690965;968.164816008595;1534.28180255132;381.072297112102;1747.67352905961;710.757599294104;1176.67472712142
P00488;19;15;118.2314;2.03390637665279E-11;4.96556743713727E-11;55.8343475744979;1;W8;W28;83781.6826;Coagulation factor XIII A chain OS=Homo sapiens OX=9606 GN=F13A1 PE=1 SV=5;51242.8987293235;31917.3203448108;41415.9476014172;8849.72539752696;4662.37928241097;3793.6707614344;84497.8814338657;87773.2632013362;83382.3108637842;48518.7756345395;46537.1574975465;50460.6925526475;63615.7455787153;66780.2157817924;55754.5398378095;54452.05422724;47594.6434350641;45674.6437928991;34078.0546480564;61610.6650969804;62660.9635328293;1668.13559069462;2042.17259492067;868.476498093535
"P02743;Q99445";26;25;141.4819;2.03530525766382E-11;4.96556743713727E-11;2.02017822089561;1;W20;W8;25501.2065;Serum amyloid P-component OS=Homo sapiens OX=9606 GN=APCS PE=1 SV=2;68625.26897214;63275.6744261114;62056.8506264526;77918.7869977817;77514.0189146455;76692.7224456329;42858.0748185047;42665.2695229905;40672.6310222608;44597.386960871;46435.8670880348;48789.2347813967;64800.9618320662;68603.007110934;74745.5052612645;83884.9917653658;86225.797316989;84827.5719121834;54505.8588952698;55196.4623512321;60581.9966598751;66663.0761709389;65135.6096651056;71422.296980165
Q14520;15;14;105.6832;2.17590390150235E-11;5.27120381772401E-11;9.68120707051338;1;W8;W2;64781.8043;Hyaluronan-binding protein 2 OS=Homo sapiens OX=9606 GN=HABP2 PE=1 SV=1;24444.7374776818;18266.3002787248;16764.6115319048;28536.4862857982;27811.2518773665;29428.2075174751;181761.57603122;192765.77451958;201268.725862574;119415.543705035;131993.788162951;153112.172941637;47511.6025659606;56519.8825826312;62031.6631710525;78601.8275296976;73935.638623407;76718.2776792321;35266.815699124;38953.5817925084;33162.3178505919;26626.8453866254;28799.1594049042;15357.4256646893
Q8TBX8;1;1;5.8085;2.3200108500987E-11;5.58100512191575E-11;20.7799653946932;1;W28;W8;47471.0647;Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Homo sapiens OX=9606 GN=PIP4K2C PE=1 SV=3;5542.55459285051;3852.85029695976;2898.88359377717;4373.12599910061;4194.45816754734;4555.24768197121;683.506441347734;874.13841832096;559.981154982102;2010.23778734335;2645.66830341001;2967.75661015168;5013.46864498978;5244.77856517566;5886.58695829819;2670.23647098022;3121.9927300443;3139.14332545213;9818.64682479913;10181.8637565973;10023.2397247876;12746.9620060088;13290.7345765477;17966.4987207891
A4FU69;2;1;12.7963;2.43133291277786E-11;5.80818418052489E-11;1.83844177072159;1;W24;W2;174373.4023;EF-hand calcium-binding domain-containing protein 5 OS=Homo sapiens OX=9606 GN=EFCAB5 PE=1 SV=3;15320.3820907126;14988.3750188889;13941.5901919035;23863.9651932724;24115.9734849705;23931.3354100702;21071.9553149418;19537.2651382228;20685.8517982706;15978.1702487885;15786.6118034001;15654.7434330714;16970.1307879452;17438.2690272146;19223.4840235682;20557.3276136583;19807.3471538331;22539.7011326624;27191.7805736174;27042.8364589195;27117.0698154873;25547.834113431;25432.0075197809;23990.213187173
Q14624;94;87;731.7576;2.46271891768401E-11;5.84258832885035E-11;4.17177539654107;1;W28;W2;103585.7087;Inter-alpha-trypsin inhibitor heavy chain H4 OS=Homo sapiens OX=9606 GN=ITIH4 PE=1 SV=4;81189.2264154108;116428.78727708;116500.461511864;308479.276293721;316878.42358166;329912.856588445;241141.526096219;229923.055992217;231154.129342086;201081.916193764;204306.566189826;205585.123280547;188904.712638913;188007.62460832;190691.848022646;200059.966807714;187913.157558052;187125.413568543;211377.829915836;208250.460387997;213084.734243859;422867.16760674;416388.199660474;471176.359189312
P48426;8;6;46.3739;2.55888643607705E-11;6.02915708226372E-11;3.28909048936674;1;W12;W28;46452.7891;Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha OS=Homo sapiens OX=9606 GN=PIP4K2A PE=1 SV=2;12444.0878476836;13597.7687170764;12132.9120935265;12331.6902650702;12820.6456367377;13120.9476090269;15202.9960483333;17463.7535900739;18465.0546751525;37693.0493725105;41884.5214561301;42202.4258635791;20354.0641618569;22853.3640512177;20994.8305005931;31895.4372002678;32557.7055453253;31039.916300899;14604.5758723635;15510.4166327078;14488.7122282126;14297.8885044307;12855.8528871596;9871.6907410678
P15169;19;15;133.4059;2.64271937666649E-11;6.18432289505628E-11;3.40668697144909;1;W28;W8;52571.4498;Carboxypeptidase N catalytic chain OS=Homo sapiens OX=9606 GN=CPN1 PE=1 SV=1;56389.0641745648;51222.1398074668;53204.0667862219;58564.521116367;58452.5513035268;64570.3512020654;29211.2663166174;19700.9885414107;23123.5133649909;24577.2148759753;24009.2551188368;25577.1671187243;40860.0909584345;46109.0279490752;48394.4020832205;36564.1810752253;34633.9497552826;34911.61917456;60023.9178120538;65619.2351552014;69140.6355188989;79670.5421649855;80635.523973127;85097.2469455733
"P0DOX3;P01880";19;16;122.9319;3.30995231223596E-11;7.69340267168359E-11;2.9018238780755;1;W28;W8;56794.6644;Immunoglobulin delta heavy chain OS=Homo sapiens OX=9606 PE=1 SV=1;254342.730121863;288623.26317161;278715.908338894;318405.531837861;348004.119294237;384387.125778691;166030.544206668;164148.158228092;167062.066241779;243826.584604966;208843.291603153;180310.740350358;211945.2961779;233877.71759424;223170.12052857;172460.789702244;181672.92334145;178839.927962341;308016.495884145;314837.618480975;303275.303310318;479376.778976478;490289.551447595;473238.805274122
P02760;42;34;277.5467;3.77841091747655E-11;8.72331111148948E-11;1.69329175997692;1;W24;W12;39911.9931;Protein AMBP OS=Homo sapiens OX=9606 GN=AMBP PE=1 SV=1;161560.837764134;164148.970253457;171245.107954084;191511.486057762;199355.659285833;203101.409688057;231928.122143438;220999.439108269;212132.200338056;146558.240105666;144009.31119582;143962.248411627;178614.967465967;186292.756675841;193962.241283362;216170.488032569;237555.444532088;230827.735732022;248176.582667702;241939.837929793;245669.30872114;227934.166076035;210343.71990779;223866.003391036
Q15166;11;8;103.3156;3.81665810067489E-11;8.75286924421441E-11;2.46392369652058;1;W20;W28;39835.6633;Serum paraoxonase/lactonase 3 OS=Homo sapiens OX=9606 GN=PON3 PE=1 SV=3;63536.1644040116;59636.2201939887;59961.7955590723;57717.1321411796;61143.9225045761;66357.3981496284;126820.350637358;104097.773908805;133858.782441159;90414.1526621539;95290.5167268978;96254.7179013083;89228.2929444765;91295.7751777452;94595.3539519546;149973.183206601;139645.450622696;151413.443659891;65106.6648839504;61727.7430650025;72729.6239720411;56793.1828335906;59574.1458870494;62628.5054896437
P04264;20;13;130.0984;3.85175225048329E-11;8.77485280904802E-11;3.60837340266639;1;W8;W2;66209.8959;Keratin_ type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6;24610.1379980439;22120.341372501;21094.510076669;43125.0105727944;48083.8363502258;55788.3425338249;76827.4756862158;83439.6376262006;84470.7746450391;78125.1819956599;78254.4344400207;77591.6885593613;68959.8223021949;72179.9439838003;73110.287323077;70256.4368650953;68620.3347131932;71496.355030582;55154.2950337423;54755.4627931316;59598.7200535604;68960.7298116099;73392.9592131845;94599.367404325
P30740;4;3;21.6436;4.32223146162869E-11;9.78189225526493E-11;2.99175261980254;1;W24;W28;42855.9517;Leukocyte elastase inhibitor OS=Homo sapiens OX=9606 GN=SERPINB1 PE=1 SV=1;88139.6603022159;82264.2307187014;77876.3343692636;67885.8753492271;67375.3573220088;76615.8343129425;58576.4270922222;56129.880729547;51284.6107999334;48001.1496733166;47178.4311490479;50382.4717493939;79578.9084663532;84664.9704997303;87086.1210184723;91619.8516595741;92555.2587278705;94730.1699131447;106393.292568233;103347.937629549;106701.627361655;35024.304239942;29690.5800641713;41056.8481128278
P09172;13;11;77.6031;4.52866633082749E-11;1.01820994627755E-10;1.81918708304115;1;W8;W2;69920.509;Dopamine beta-hydroxylase OS=Homo sapiens OX=9606 GN=DBH PE=1 SV=3;37586.067148635;36532.9954097299;35665.3004163834;41519.4432005072;42677.1280390714;43045.0949855925;70974.0109757022;64358.1765798934;64386.1074879675;55838.622251285;55053.2600378082;54435.6143646007;43407.7161195765;43880.9286802671;45783.1019824931;53488.1929761653;54363.5205146316;56533.5955243569;46646.5300140613;45068.3637006421;42358.5456237464;41892.4670399317;44073.321734715;46697.7170921255
P05156;46;39;361.198;4.86802820276466E-11;1.08740370243574E-10;2.33918169880145;1;W20;W2;68145.5049;Complement factor I OS=Homo sapiens OX=9606 GN=CFI PE=1 SV=2;59336.8161392549;80273.1191816989;69307.4410066125;85586.9850471225;85435.7760954098;80352.3611059;150871.893971718;158433.434313045;154147.215690544;135298.485091342;134136.898677048;135569.053695784;101217.931483208;106028.048736847;104507.400533678;155394.563094633;165586.40579302;167714.734379407;106177.734965481;109035.316396213;111272.441814983;105942.037402321;103642.491755378;105683.99475633
"P02787;P08582;Q86TE4";306;282;1697.196;5.17962339685596E-11;1.14954222485061E-10;2.455881831482;1;W28;W12;79331.0555;Serotransferrin OS=Homo sapiens OX=9606 GN=TF PE=1 SV=4;1725586.87558421;1674938.96683459;1646992.32619878;2172903.26283232;2347270.82806303;2484642.3989737;3036724.60440773;2818327.54249504;2404791.77359279;1446993.06500957;1367682.04619499;1414914.92344967;1776702.09537784;1841843.15120952;1893594.42407458;1919503.91808974;1940605.84332834;1997932.31936807;2293487.7614123;2345645.98805826;2441864.96605716;3246451.17723203;3466563.27008873;3674358.87340387
P04196;47;42;314.7319;6.65330013305265E-11;1.46713797805776E-10;2.27850333544868;1;W28;W12;60547.8329;Histidine-rich glycoprotein OS=Homo sapiens OX=9606 GN=HRG PE=1 SV=1;93588.3234248138;80388.8811396532;80981.6698935617;88375.894349965;91798.2386433582;92544.9976963025;86766.1675506196;106673.788675375;103891.2486338;68678.2128539874;69974.0064270876;66662.4328751332;68971.1968651891;67355.4849584348;70015.8417834645;93001.714814371;91765.6556948852;97616.5010959955;115041.879556564;116144.121911705;117968.030354834;158157.108655386;148792.507502294;160860.503596727
Q92598;10;7;62.0168;6.75186573317887E-11;1.47938968930798E-10;6.97680205381621;1;W24;W8;97777.5733;Heat shock protein 105 kDa OS=Homo sapiens OX=9606 GN=HSPH1 PE=1 SV=1;23372.1851484786;14045.983315155;13086.2684005434;10606.7581540933;11855.6622291836;11697.1164796446;6025.18837922345;5999.48350918436;7088.99318871149;6632.43349890397;7058.99518456694;7244.36596915653;13497.7653982301;14002.2444875875;14745.5700944884;12686.6091108633;13237.5629949273;13681.7058164216;43501.3239792922;45657.3831117873;44193.5506749217;9761.6900790571;10472.7771212177;10651.7587403991
P02042;32;23;160.4015;7.08680891747804E-11;1.53487766172607E-10;1.57601807454104;1;W24;W8;16169.5581;Hemoglobin subunit delta OS=Homo sapiens OX=9606 GN=HBD PE=1 SV=2;19294.9881479305;19809.5874437639;21345.0947781845;25483.6872787554;26500.5016481485;26118.97266679;18597.8208778676;20438.1933776855;20053.3045099229;21769.4887779983;19871.8034645575;20328.6858128228;21945.7720199318;21654.8834168653;22080.5310191284;22453.0749746262;24453.7720414011;23404.1047891987;30819.071798249;30324.2669094032;31982.4956790552;30342.8907045616;29529.0228459063;30336.730307175
P86434;3;3;16.5076;7.09434733181524E-11;1.53487766172607E-10;228.942161241293;1;W4;W8;17694.5081;Putative uncharacterized protein ADORA2A-AS1 OS=Homo sapiens OX=9606 GN=ADORA2A-AS1 PE=5 SV=1;4647.19564867712;4478.80275499078;3767.70414710473;5906.2145574903;6268.18246178683;6671.01784182907;27.8860883443001;49.6218484588338;4.80724166346648;291.974216584909;289.464104289429;287.151580168155;1019.33222619895;1022.36295512234;921.297114664974;127.637935660439;127.173442759548;106.249982377362;4163.51351672531;3817.66146278799;3847.3096225258;4730.97756515794;4297.52404549862;4433.37765903385
A0A0C4DH25;7;3;40.371;8.15368883522183E-11;1.75304309957269E-10;2.65763435725751;1;W24;W12;12629.139;Immunoglobulin kappa variable 3D-20 OS=Homo sapiens OX=9606 GN=IGKV3D-20 PE=1 SV=1;95187.1657852509;108702.005998768;102007.093771534;142054.073051444;148054.76078609;151326.530816611;103231.554991857;107308.975838467;110835.899902558;83116.3077007758;87088.571232961;89167.552726667;141514.012399347;137709.67200403;180565.720010245;139733.676564314;156400.426075509;166779.827761031;241511.812681184;221356.778920059;226448.494104872;218186.403194125;211040.926849323;232398.001956003
P18428;9;8;73.9713;8.50589598755391E-11;1.81740883212332E-10;1.5123760850944;1;W8;W2;53554.796;Lipopolysaccharide-binding protein OS=Homo sapiens OX=9606 GN=LBP PE=1 SV=3;279613.465402534;285666.449817872;291663.260683417;377508.332424475;379268.901718753;394306.053774028;435719.815585095;429340.776308914;430959.773627781;310332.769759363;274255.054143093;278298.022534237;286115.573330136;293024.270363414;307418.892765952;358533.293092207;380893.281407203;386339.053368618;381285.426415716;373063.940480979;378969.20832372;393247.801198006;393289.827557888;411159.071731554
P69905;31;21;219.8594;1.05625730384418E-10;2.24291674396541E-10;2.22430181701916;1;W28;W20;15314.5997;Hemoglobin subunit alpha OS=Homo sapiens OX=9606 GN=HBA1 PE=1 SV=2;588862.22589795;540395.70569891;537601.041140506;483335.037655155;493961.188788588;497954.294618389;444547.860288862;339978.495241681;392884.150272625;529573.810121199;489947.62953329;500523.160822597;422940.309210214;417894.294037042;441141.772838772;349391.924049538;316795.41162892;344190.121684093;695082.954029054;699132.771615918;733338.921105026;741100.583436539;741017.647075566;765266.183774614
P35900;2;1;23.4422;1.08573261492495E-10;2.2913620830318E-10;26.0187761796672;1;W24;W8;48543.7226;Keratin_ type I cytoskeletal 20 OS=Homo sapiens OX=9606 GN=KRT20 PE=1 SV=1;2380.38685599423;1596.86327237063;1609.03329049723;527.273825078908;611.464248494192;420.505857114775;74.5096488649746;71.4533795177631;76.5307499300599;104.505920660102;85.2208352391438;191.434576043487;623.42376432407;514.114102779496;699.391602888501;384.187251699806;540.334775205281;653.346114049486;1803.89483334947;2094.71635599523;1890.40462994447;1069.10552149026;1288.7153317876;655.496125139888
A2NJV5;4;2;15.1166;1.15537801548271E-10;2.42347583735398E-10;3.30981411968962;1;W4;W12;13199.1331;Immunoglobulin kappa variable 2-29 OS=Homo sapiens OX=9606 GN=IGKV2-29 PE=1 SV=2;3873.05016113638;3163.04593855369;3200.05204289486;6776.44556995742;7058.05737729747;7368.01077912459;2587.52502620533;2949.59949859073;3020.81080907145;2278.76469023054;1889.04171870402;2238.14660221753;2916.02111915116;2801.42241750219;2910.65914868732;2762.56322039991;3143.82803101644;3144.51239403304;2931.17932031552;2787.48006735276;3061.64634338059;4674.74674717656;4577.3659441912;5481.6881206513
P08571;11;11;111.1977;1.17885701200748E-10;2.45773825533681E-10;18.355960416667;1;W20;W4;40703.5582;Monocyte differentiation antigen CD14 OS=Homo sapiens OX=9606 GN=CD14 PE=1 SV=2;5344.75865559212;15120.5295347638;9254.4012975024;4660.15300051482;6593.31151914072;7160.84514421096;90843.0035349814;110827.379709963;104572.266677317;47529.0651421902;69642.9764327725;74130.1553546799;57028.5762964733;57039.4524633343;62207.5111763331;105577.27736579;117697.422102504;114737.639821888;74621.7104150911;61338.5521817712;73655.0800665728;79382.5231107758;55759.2016504212;63671.0547875898
P05543;27;24;204.2865;1.26584409620989E-10;2.62319499455543E-10;7.63541881898445;1;W4;W12;46666.7767;Thyroxine-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA7 PE=1 SV=2;59943.6877850886;57218.0310861558;52683.4228413344;96683.7348961887;104888.482827328;101839.994235466;21386.1517627086;9436.17030297497;10457.8765844785;11955.3020155499;13314.6770460474;14467.4890658339;27614.4862466596;29328.8519556759;30052.4589672027;20838.8356904014;21241.5693619628;23156.2672880175;59814.6200098122;66793.5135929608;69001.3954050045;65931.0393299027;63450.7473027539;67317.642192145
P04070;15;13;115.2112;1.86710313876404E-10;3.8460088606876E-10;3.33508754984325;1;W28;W8;53440.0088;Vitamin K-dependent protein C OS=Homo sapiens OX=9606 GN=PROC PE=1 SV=1;32727.2124693446;30587.202908679;31207.371023175;34059.8250602645;37908.2141823271;43134.2075120612;19475.1779424775;17666.0486114625;20091.0667010523;27037.5417453874;18326.2058982825;18402.8589611728;33048.1545876802;34865.0615667715;35595.3521447316;20575.1689333983;19038.3992751265;21611.9463966486;50425.1254895408;51198.1721327154;51736.3158934792;64177.648716418;63412.2595526941;63284.8004145906
