Accession;Peptide count;Unique peptides;Confidence score;Anova (p);q Value;Max fold change;Power;Highest mean condition;Lowest mean condition;Mass;Description;W2_20241203_LSanders_A2_01;W2_20241203_LSanders_A2_02;W2_20241203_LSanders_A2_03;W4_20241203_LSanders_A3_01;W4_20241203_LSanders_A3_02;W4_20241203_LSanders_A3_03;W8_20241203_LSanders_A4_01;W8_20241203_LSanders_A4_02;W8_20241203_LSanders_A4_03;W12_20241203_LSanders_A5_01;W12_20241203_LSanders_A5_02;W12_20241203_LSanders_A5_03;W16_20241203_LSanders_A6_01;W16_20241203_LSanders_A6_02;W16_20241203_LSanders_A6_03;W20_20241203_LSanders_A7_01;W20_20241203_LSanders_A7_02;W20_20241203_LSanders_A7_03;W24_20241203_LSanders_A8_01;W24_20241203_LSanders_A8_02;W24_20241203_LSanders_A8_03;W28_20241203_LSanders_A9_01;W28_20241203_LSanders_A9_02;W28_20241203_LSanders_A9_03
P00747;108;94;648.8299;1.13080025567758E-05;9.20759090794109E-07;1.65901033347597;0.999994802758031;W4;W20;93306.4078;Plasminogen OS=Homo sapiens OX=9606 GN=PLG PE=1 SV=2;339605.500924363;333876.001974971;322225.65712876;388084.757253474;391155.270406092;387583.816235531;269022.250135555;270295.040632815;279629.676560227;312647.659421357;311586.216226262;316047.134534084;321718.476870269;321749.343116431;321257.164415045;234273.492280578;236452.311205403;232599.438286541;311487.359650916;326257.776089619;308222.974527572;339906.157253047;332912.881758213;333271.384664162
A0M8Q6;13;8;56.176;1.19245427880887E-05;9.63375516802328E-07;1.48316059072788;0.999994129642096;W0;W20;11424.6835;Immunoglobulin lambda constant 7 OS=Homo sapiens OX=9606 GN=IGLC7 PE=1 SV=3;194874.215256953;186472.414940188;189982.769900864;212986.556522436;221843.550318761;220354.387938083;162646.398705524;162450.571465358;166443.822979405;156080.076838613;154492.816111485;158450.304641478;161476.119909521;161868.604571999;165274.614034106;151320.192154095;153942.788997843;154860.912684693;162745.989654694;169776.215089795;160535.307831701;149788.486091686;155249.322792892;155371.124645247
P00736;40;33;365.562;1.50141831081196E-05;1.19894160102432E-06;13.4366326005868;0.999990146193893;W0;W20;81658.4083;Complement C1r subcomponent OS=Homo sapiens OX=9606 GN=C1R PE=1 SV=2;72337.3259304788;67529.7383269814;59265.7757101196;124159.035034156;125348.351709566;117080.754598237;87097.5718473435;83459.8854477449;78092.671023554;59983.3395612428;61384.879827971;60967.3689011633;64824.5587466577;65006.4051885698;67824.3593913763;58190.4885220606;57319.5378840543;56091.6332434569;75898.1273057901;79713.0312732782;77100.5355643606;74687.2450387332;73729.733526442;72933.7475160228
A0A0B4J1V6;4;2;44.8376;1.50722310707785E-05;1.19894160102432E-06;3.74705993432838;0.999990061785603;W2;W24;13028.7764;Immunoglobulin heavy variable 3-73 OS=Homo sapiens OX=9606 GN=IGHV3-73 PE=1 SV=1;5808.87554996998;6641.48831837114;5829.78057515907;2375.88723837259;2257.20201900848;1583.52481326228;2731.37358490827;2334.07725041824;2456.40414580166;4058.08765545778;3493.9775199795;3853.38650970614;1485.28496106166;3080.4369083493;2994.87462315551;2484.74565380073;2666.39819340081;2393.62282022677;2033.68113976717;1468.33442757374;1376.51447057713;2074.71671891956;2323.55622841204;3227.84172014481
Q96JP2;9;4;47.1126;1.74297016790614E-05;1.37588614259361E-06;2.16405844447189;0.999986344078741;W28;W2;340468.7182;Unconventional myosin-XVB OS=Homo sapiens OX=9606 GN=MYO15B PE=1 SV=4;9944.47796816077;11382.9053572894;10456.505280822;17332.7407734907;18139.8747816515;13576.4855641572;13179.9282632322;13339.9750878744;13896.9962923097;11828.5961319362;11769.6374416893;11545.864772665;13340.0123590355;12887.9301497046;13418.4735995911;12883.6865740451;12646.4260016331;13191.6553203512;16803.4731979124;17765.890960951;17649.1909218708;23383.6255843944;23180.0868945021;22218.4800576606
P13671;43;40;307.5089;1.81503776269798E-05;1.42192134067443E-06;1.83269698421707;0.99998509651098;W28;W12;108435.9127;Complement component C6 OS=Homo sapiens OX=9606 GN=C6 PE=1 SV=3;175258.094325831;217367.164246771;207386.168351573;199024.692053749;205059.572717636;203402.358918875;134890.633769942;135227.065840098;129565.385172178;129995.253677155;126689.381018201;123400.538407382;169171.006713723;158007.205750083;149033.559065419;154178.227467976;138153.309019655;134393.844324809;160678.775523806;217141.578253318;152681.501801515;245398.757797547;251802.925508066;199379.2671854
H7BZ55;6;4;38.5919;1.84126328574008E-05;1.43162110094831E-06;1.47556190240477;0.999984629856604;W2;W28;186782.1418;Ciliary rootlet coiled-coil protein 2 OS=Homo sapiens OX=9606 GN=CROCC2 PE=1 SV=4;91437.0332934157;94503.5717167335;89649.6557797869;78486.8656092411;84535.8676111244;88025.9826149883;68750.8825390685;66242.3344108637;66505.8746754352;79744.7486296737;79897.8244316552;78765.4673131303;81615.7587731964;80626.2951191522;82108.4564485067;85826.2259616459;88584.5421646165;89457.5047797145;65980.8920424507;69178.8736431044;67777.8408160165;59313.4021953251;63599.9468105462;63856.3557017372
"P68133;P62736;P63267;P68032";16;3;134.2015;1.93370682066707E-05;1.49227776860503E-06;8.88865100162123;0.999982931614582;W8;W2;42393.3153;Actin_ alpha skeletal muscle OS=Homo sapiens OX=9606 GN=ACTA1 PE=1 SV=1;3259.8256253257;3908.95199020904;4408.7383849509;2758.6181459758;3126.06046603569;5955.04815556771;35062.7280190395;33553.3213815001;34292.449793463;14664.8907086018;14483.9325637633;15453.6248760942;8410.27912266368;8916.56639511392;8133.98971746874;17955.8407068697;17364.0833175458;18159.3833521029;27070.256056486;29439.4141659287;26577.2141995321;11287.5947239374;11547.9147767954;11407.6334640582
Q7Z3Y7;2;1;14.2461;2.22825398124016E-05;1.70684765969303E-06;2.1202022347895;0.999976979502522;W4;W28;51194.7661;Keratin_ type I cytoskeletal 28 OS=Homo sapiens OX=9606 GN=KRT28 PE=1 SV=2;9690.61274726697;9701.64199445092;9359.59438046972;12880.2427531222;12700.0035331124;12679.8537474758;7940.71210904613;7764.31367150931;8466.50228356823;8506.58399143363;9696.35497729616;9086.58785869174;7672.35414392854;7638.87552546717;8237.9494411703;7038.71122796125;8312.50158327124;8691.04120390323;6829.0584892861;7512.97128392237;6585.78320292517;5408.50297336141;6450.8922149082;6186.10038093447
Q14789;11;6;54.9217;2.39410646345473E-05;1.82040654846789E-06;2.45085149859343;0.999973276808487;W12;W4;377445.3848;Golgin subfamily B member 1 OS=Homo sapiens OX=9606 GN=GOLGB1 PE=1 SV=2;68339.4959646437;69142.3812163241;68845.9150801088;30983.9962274565;31388.5823530634;29364.3018626906;60675.4277948742;61031.6241783252;60470.9114946411;74717.1545253762;74571.3970118598;75544.9193732925;69488.0020110075;70923.8088670859;68176.5053510238;69845.9141857314;70216.4079005541;70669.7252423903;65190.279258654;69307.6889263894;66015.1114190268;46738.8250748388;46647.9428794731;41338.0084126444
P80748;3;3;23.8518;2.5269758425206E-05;1.90741134464717E-06;10.5121244823191;0.999970134254857;W0;W20;12616.8308;Immunoglobulin lambda variable 3-21 OS=Homo sapiens OX=9606 GN=IGLV3-21 PE=1 SV=2;20515.2009554817;19090.8008995008;17497.0566069087;18132.0431967196;16629.0097158981;14365.7948725197;6767.12244935627;5747.84112646656;5432.3224735684;7192.44150012772;7506.71378446613;7492.81262271603;7347.82994216314;6289.50119871865;7061.03356966629;5441.7606512799;4872.55380514664;4104.66873917931;14701.887823539;12079.1336645927;15635.1058970305;19233.4103237118;23722.067436092;17900.5758874328
P10909;54;46;358.5091;2.58323215451828E-05;1.93574519461646E-06;1.58098592165413;0.999968757263629;W0;W28;53064.9683;Clusterin OS=Homo sapiens OX=9606 GN=CLU PE=1 SV=1;380884.83784388;365303.034021966;364765.173498736;450179.986249875;468152.967959468;454499.021362319;420684.850996104;403350.973364734;417496.635223561;437045.853335897;430906.23654732;429068.436709866;447587.845832441;443339.392948748;445399.099272829;447107.009391933;468413.452410832;454820.986370576;428603.699812364;420601.42676931;419922.335581038;327479.82168309;325368.288566233;346550.583098116
O00139;5;4;27.7879;2.75227678587786E-05;2.04758125555041E-06;2.36331469758551;0.999964456974994;W28;W4;80639.0026;Kinesin-like protein KIF2A OS=Homo sapiens OX=9606 GN=KIF2A PE=1 SV=3;17592.6364821845;20666.221481538;18358.808456942;12241.9986689402;13863.4705597911;14742.2120025111;24662.0883630327;25212.8106253464;25895.541120218;25899.8458108148;26879.2629407642;25844.9146641658;21421.6461763179;21230.205925325;22082.7121406097;22845.2220789669;22853.646747439;22415.2913566639;22960.7241013766;20424.182144829;24337.0287303122;27134.854100715;29682.1986593222;39718.8726560455
"P01611;A0A0C4DH73";5;2;50.0272;2.98637584337236E-05;2.20587178952246E-06;2.02385462799116;0.999958109198042;W2;W28;12791.4857;Immunoglobulin kappa variable 1D-12 OS=Homo sapiens OX=9606 GN=IGKV1D-12 PE=1 SV=2;193255.587960534;202252.285110392;176801.452794212;138341.480892969;144261.673801755;146207.586962766;139950.878948823;115271.256735915;129951.667570653;173084.568368052;166256.209660721;164949.980322324;148052.20275863;148419.154998757;154103.946996352;141306.522985201;143998.510087137;135890.810948583;125127.610291164;126227.332564892;117657.564334902;88237.4424706192;97088.2337228801;97456.1589984889
P32119;2;2;11.4563;3.46067536345362E-05;2.53808163649632E-06;2.49421740874472;0.999943916504819;W0;W12;22063.0168;Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5;15918.9998160583;15265.2900568709;15652.2462753521;23200.1725527464;26440.2950439205;23979.1257602137;18084.6280315097;17211.534037235;17448.436617142;16034.4954462526;14782.9654336465;15769.3282287609;15743.0365396801;15517.4690724365;15368.339401941;15947.183322635;16120.315679499;16333.8316174309;17035.3690335526;18176.6205846046;17394.2555947141;19495.997606261;21154.1513144693;22407.9318113404
P14625;7;4;32.1711;4.05334639426158E-05;2.95181553190431E-06;2.18354057724558;0.999923844034202;W2;W28;92754.1507;Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1;72193.1261187532;71307.3996641867;69467.0150639335;42095.1646486228;42798.602460169;46375.5935266882;49660.9201555089;49104.2838897666;49960.175718787;66409.9467415375;64758.91399685;62542.5328258903;58119.6318276211;59679.2858351784;60024.6713961062;63223.7600251039;63627.3775674124;61803.2434275229;45846.6322588216;42300.2283106148;45722.0565803205;32771.736165791;32818.1720557979;31943.2189692601
P08697;31;26;269.3546;5.2595734052141E-05;3.80221102452966E-06;1.70917905784492;0.99987583753145;W0;W16;54908.0233;Alpha-2-antiplasmin OS=Homo sapiens OX=9606 GN=SERPINF2 PE=1 SV=3;307595.170627577;294117.250392025;281322.008766169;280250.324258384;285938.51395641;289483.427633199;223399.115499993;215084.270150499;222189.342277676;208559.302335628;212598.260515553;223424.096331019;194452.472221905;188775.650864424;185901.043910522;202528.46171404;200916.486972399;196026.165928285;238310.793492976;241685.163388418;237821.252522717;234278.144680535;239374.791447963;223167.530176598
P36955;34;29;227.4134;5.29462091034549E-05;3.80221102452966E-06;1.86669362990039;0.999874311493745;W2;W8;46483.3447;Pigment epithelium-derived factor OS=Homo sapiens OX=9606 GN=SERPINF1 PE=1 SV=4;107137.051822101;105894.772230058;106685.318715404;60351.6184176171;85801.9438192487;76350.6844971286;59178.4109184209;53799.34374222;58296.8121168886;78887.5534982977;77876.135758724;80336.4317365965;77519.9677590781;77428.1169402166;79302.9384120518;81878.574102876;75611.5071407556;74172.6394103919;78696.2082172951;71572.7237052619;73352.2574668667;67345.4958654785;61619.2804711786;52733.7747449127
P00738;147;104;582.8329;6.68376695849293E-05;4.76669248582934E-06;2.24051127217737;0.999808525575097;W0;W20;45889.6837;Haptoglobin OS=Homo sapiens OX=9606 GN=HP PE=1 SV=1;1033920.20901845;996857.063772047;991335.859046328;1734929.77598306;1825156.44254644;1846321.93456133;1082386.30955675;1037914.50570749;1071694.40860633;1081909.28087517;1069175.285528;1056046.05008784;1048602.7428523;1041208.89051249;1021922.81526373;981182.545529315;978236.869039632;962359.470433561;1113677.06385105;1197696.55821381;1095435.84534964;1554344.32265765;1619567.71933656;1567954.62807183
Q13790;7;7;51.0115;6.73960634846038E-05;4.77359437705096E-06;4.22792921936709;0.99980567823395;W0;W8;35741.7273;Apolipoprotein F OS=Homo sapiens OX=9606 GN=APOF PE=1 SV=2;51453.7225834554;49988.1054735622;54687.1336826399;33856.7207161968;31973.0920174223;31762.6103233924;25826.5002482375;22604.1042427771;26110.2321083938;35931.8294124287;37817.8345056555;37524.2862787833;41019.1762883583;41915.1726580731;44672.3082998463;59216.9385515042;57508.2068668071;62362.9891820089;45711.5185503404;40605.0073902253;42366.2548076876;39585.307264722;41666.7306896682;39419.8926306206
P01619;6;3;40.2963;8.68158887203929E-05;6.10725029280784E-06;2.23408434280498;0.999698127703646;W0;W28;12671.1825;Immunoglobulin kappa variable 3-20 OS=Homo sapiens OX=9606 GN=IGKV3-20 PE=1 SV=2;47905.1673689508;43843.7090770745;46603.8867458358;50361.5577560915;44218.5683384427;39740.6192085559;51610.0895412609;50343.6087169044;55015.77016264;47742.0842531953;46432.2389547711;48806.2294230289;51395.3222374657;49636.0416665273;48002.8610463175;50084.0918305101;45809.4080442587;44087.2079927122;56654.1485808466;59941.2969791293;53169.5413061976;36068.3127041708;40222.2032644129;39702.7011091721
Q99459;2;1;11.9284;8.84274746559832E-05;6.178589547951E-06;2.25862862169564;0.999688515615105;W28;W12;92478.9094;Cell division cycle 5-like protein OS=Homo sapiens OX=9606 GN=CDC5L PE=1 SV=2;31279.6948848397;27408.5603875187;29795.5093167063;27133.0528678693;29824.6818699181;27072.2452777127;37913.1249360409;36049.7641315914;36769.5813504958;25697.6407237995;26404.7230827261;25771.1852805849;37797.4126032044;36629.7814468347;33218.9369885404;31526.7603558078;36512.5716151317;35810.0346272567;29586.279952985;44079.1293724003;33174.2026515403;61413.6430192091;58326.9948725808;56146.7889493786
P0DOX2;30;11;278.1726;9.04940504043994E-05;6.28054883819784E-06;2.00971824612352;0.999676048322824;W0;W20;49846.6552;Immunoglobulin alpha-2 heavy chain OS=Homo sapiens OX=9606 PE=1 SV=2;282393.239580871;270203.813319694;267875.664783394;366419.145785565;365356.805638087;373042.20875511;237175.690096978;230219.7066574;247269.376086409;241769.386878808;243945.668177319;238680.407572872;237255.969921979;241602.450565266;246490.852967255;216708.736676191;220185.508306235;212040.787956765;242760.492312095;250539.403703136;253887.565662522;280336.014503176;278127.624613053;283277.880978603
Q9NSI8;4;4;28.1611;0.000114550225318699;7.89711617633199E-06;5.80940532426502;0.99952025236591;W28;W2;41993.3066;SAM domain-containing protein SAMSN-1 OS=Homo sapiens OX=9606 GN=SAMSN1 PE=1 SV=1;19940.1183587724;18378.5102038892;22047.8959202036;31326.0490803853;27496.6131127418;15621.2586019369;20105.808202923;24839.5443382202;20251.7770078413;25283.901355878;26181.8656709698;24880.3012597405;22269.2354961543;37377.6620496458;43141.0827963153;24411.4237552688;36599.2047422614;24730.1579971309;39315.1881019742;27744.295071961;68434.5832563361;135163.8069963;74481.7159984057;141048.085743426
P35900;9;6;75.6113;0.000117630966554594;8.05579779436226E-06;1.52499964019875;0.999499009084378;W0;W8;48543.7226;Keratin_ type I cytoskeletal 20 OS=Homo sapiens OX=9606 GN=KRT20 PE=1 SV=1;14840.0018262654;12556.6099530782;14556.8963065544;13621.8943608861;14635.3875335759;17344.072305347;11770.3488877734;13009.120151686;13513.9470226022;14349.1752466855;15344.1165031756;15579.2963379253;14165.1137377063;14863.672426286;15343.7846518887;16176.7918508001;15963.7380649046;15528.8481075123;16037.7825984887;15675.5158649162;16275.7215042366;19227.2456616243;18451.918045962;20344.3624415675
Q9BPY8;1;1;6.0044;0.000118792662370248;8.0818328904212E-06;4.12951286771526;0.999490929009113;W28;W8;8374.2052;Homeodomain-only protein OS=Homo sapiens OX=9606 GN=HOPX PE=1 SV=1;5687.11973326584;4369.51384375011;5310.87548833892;4497.78497423245;2963.98122077786;2491.45989775976;2901.19004866466;2742.43262435242;2591.42283356828;3727.02166437398;3035.50729831303;3653.1217732259;4536.99847701399;3644.42530642495;4164.33018945575;4157.07046835775;4017.78889302724;3779.8838812353;5122.42716127222;12092.5960730841;5128.06120299706;9715.40053635616;13369.6584247316;10921.6674245772
P02748;42;37;285.2094;0.000136382101496357;9.21785316280465E-06;5.11516387724476;0.999364217820311;W28;W2;64656.1742;Complement component C9 OS=Homo sapiens OX=9606 GN=C9 PE=1 SV=2;204082.035543302;195345.409475703;200140.312586926;494867.024580743;521598.904583233;498719.606949653;621840.027835177;561994.61735905;621814.224760587;331447.048829627;348728.168430551;337895.012852094;541252.124698009;494444.473012979;518607.506625214;535524.943051292;515736.852060654;525023.720715784;625312.180418177;672730.440668339;674072.162737092;1000847.35343818;1041414.10274148;1024625.87948683
P10643;41;33;311.6909;0.000145061123928647;9.74078943883428E-06;1.50420055670117;0.999298901420212;W0;W12;96711.8651;Complement component C7 OS=Homo sapiens OX=9606 GN=C7 PE=1 SV=2;73976.0064339323;69408.495369927;66918.2124760924;74046.9460190181;65193.490172738;64838.232785425;66266.1429900018;63437.9220373598;70932.5688814083;60088.9601036788;60172.0839537126;62074.2293712337;61728.5488616762;61621.5373165394;61950.7590767873;65674.2412630714;65218.1783292223;65460.0172042987;70646.8981539077;75076.7683339005;68755.2956034836;82831.880351747;69798.8308951643;90321.7447779135
A0A0B4J1Y8;2;2;12.2818;0.000153772469408509;1.02591346250806E-05;2.02505315822521;0.999231656564248;W0;W2;13137.7514;Immunoglobulin lambda variable 9-49 OS=Homo sapiens OX=9606 GN=IGLV9-49 PE=1 SV=1;21035.6104733867;20375.653669879;20826.8774623931;28778.2019143373;30784.4052208198;28016.1027921198;26121.8358474642;25776.4736483934;26558.6224660086;25480.9167578409;25049.7232345624;25342.0366956116;24617.5150552886;24208.5819559803;26400.1073775254;25028.9315441706;25010.3133144357;24550.4792961969;23625.2675673024;20120.2128097601;23303.687593082;21671.969631746;22637.4581470384;23538.6370615646
"P05546;Q8TBH0";73;66;511.0079;0.000174742050030097;1.15834163416998E-05;1.42581060667217;0.999063519271636;W0;W8;57241.8282;Heparin cofactor 2 OS=Homo sapiens OX=9606 GN=SERPIND1 PE=1 SV=3;998354.277381332;920907.301970905;911620.596327556;1167804.05878466;1151530.11701059;1108093.27823903;812239.058595171;815485.144579481;836829.07303111;830140.935298703;839629.097401099;836033.772210731;915212.120659705;915475.451681181;922397.814689568;917081.12263602;897358.755055339;850196.561547282;877281.695281517;928775.272767352;885697.277439058;1045123.10481011;1055436.57739297;1081109.84258453
Q16610;25;22;159.333;0.000176241793769072;1.16084193996266E-05;3.09801024074112;0.999051180502644;W24;W4;62270.9165;Extracellular matrix protein 1 OS=Homo sapiens OX=9606 GN=ECM1 PE=1 SV=2;51757.7769022456;53510.6411205443;53625.1357200636;18372.0077152057;31188.0655778806;27282.7765716787;51148.0307967999;44137.0820536929;50392.829577899;63250.5506518071;62425.3742145922;61122.8266444993;70541.0769365778;58233.6940612168;70809.1156365957;72463.0398207731;64951.2224243232;65900.9608776603;77238.2438816079;83292.7746619976;77528.9172651686;80675.0297244431;80677.76502436;76491.0874676231
